,Real_GDP US,GBP/USD,UKGDP,ALLUKSHARES
2017-04-01,9.878526040045418,0.24670381572322286,27.014872012855914,4.718230441618457
2017-07-01,9.886380355302267,0.2691870898155365,27.021207223140205,4.717633492453389
2017-10-01,9.89758778307166,0.2831468036500195,27.028403615863535,4.731199108559822
2018-01-01,9.90568897762083,0.3307415619122278,27.028971618691426,4.713126829983805
2018-04-01,9.910983189924599,0.30836666364461357,27.030635415449915,4.739144570092697
2018-07-01,9.917200794749824,0.264669298142708,27.033956544045648,4.740055708132599
2018-10-01,9.918616234733008,0.25231392861398955,27.035232924020903,4.662834047869969
2019-01-01,9.924032551265258,0.2647460411687232,27.042487972480632,4.6746407362997795
2019-04-01,9.93229500462366,0.25145886229425624,27.04570898683573,4.714759813524054
2019-07-01,9.943553149059532,0.2093691178923701,27.052963569295084,4.714394641175417
